word	ipa	language	pos	concept	label
requiem	rɛkwɪɛm	english	noun	requiem	1
politics	pɑlətɪks	english	noun	politics	1
language	læŋɡwɪdʒ	english	noun	language	1
desert	dɛzərt	english	noun	desert	1
samba	sæmbə	english	noun	samba	1
taiga	taɪɡə	english	noun	taiga	1
scherzo	skɛrtsoʊ	english	noun	scherzo	1
pianissimo	pjɑnɪsɪmoʊ	english	noun	pianissimo	1
dune	dun	english	noun	dune	1
chocolate	tʃɒklət	english	noun	chocolate	1
helicopter	hɛlɪkɒptər	english	noun	helicopter	1
rendezvous	rɑndeɪvu	english	noun	meeting	1
algorithm	ælɡərɪðəm	english	noun	algorithm	1
banjo	bændʒoʊ	english	noun	banjo	1
media	midiə	english	noun	media	1
rumba	rʌmbə	english	noun	rumba	1
mazurka	məzɜrkə	english	noun	mazurka	1
largo	lɑrɡoʊ	english	noun	largo	1
lagoon	ləɡun	english	noun	lagoon	1
animal	ænəməl	english	noun	animal	1
overture	oʊvərtʃər	english	noun	overture	1
silhouette	sɪluɛt	english	noun	silhouette	1
office	ɔfɪs	english	noun	office	1
mariachi	mɑriɑtʃi	english	noun	mariachi	1
caravel	kærəvɛl	english	noun	caravel	1
sugar	ʃʊgər	english	noun	sugar	1
vallenato	vɑjənɑtoʊ	english	noun	vallenato	1
ska	skɑ	english	noun	ska	1
pizza	pitsə	english	noun	pizza	1
legato	lɛɡɑtoʊ	english	noun	legato	1
minuet	mɪnjuɛt	english	noun	minuet	1
symphony	sɪmfəni	english	noun	symphony	1
baritone	bærɪtoʊn	english	noun	baritone	1
rodeo	roʊdioʊ	english	noun	rodeo	1
ramen	rɑmɛn	english	noun	ramen	1
submarine	sʌbmərin	english	noun	submarine	1
thug	θʌg	english	noun	thug	1
pizzicato	pɪtsɪkɑtoʊ	english	noun	pizzicato	1
masquerade	mæskəreɪd	english	noun	masquerade	1
zeitgeist	tsaɪtɡaɪst	english	noun	zeitgeist	1
typhoon	taɪfun	english	noun	typhoon	1
sushi	suʃi	english	noun	sushi	1
carnival	kɑrnəvəl	english	noun	carnival	1
gong	ɡɒŋ	english	noun	gong	1
gala	ɡɑlə	english	noun	gala	1
blitz	blɪts	english	noun	blitz	1
décor	deɪkɔr	english	noun	décor	1
samurai	sæmʊraɪ	english	noun	samurai	1
oasis	oʊeɪsɪs	english	noun	oasis	1
salsa	sɑlsə	english	noun	salsa	1
fest	fɛst	english	noun	fest	1
cha_cha	tʃɑtʃɑ	english	noun	cha_cha	1
lied	lid	english	noun	lied	1
fantasia	fænteɪʒə	english	noun	fantasia	1
quartet	kwɔrtɛt	english	noun	quartet	1
photograph	foʊtəgræf	english	noun	photograph	1
marina	mərinə	english	noun	marina	1
fandango	fændæŋɡoʊ	english	noun	fandango	1
judo	dʒudoʊ	english	noun	judo	1
photo	foʊtoʊ	english	noun	photo	1
manual	mænjuəl	english	noun	manual	1
capital	kæpɪtəl	english	noun	capital	1
tango	tæŋɡoʊ	english	noun	tango	1
city	sɪti	english	noun	city	1
ginkgo	ɡɪŋkoʊ	english	noun	ginkgo	1
muñeira	muɲejrə	english	noun	muñeira	1
fugue	fjuɡ	english	noun	fugue	1
duet	duɛt	english	noun	duet	1
anime	ænɪmeɪ	english	noun	anime	1
schadenfreude	ʃɑdənfrɔɪdə	english	noun	schadenfreude	1
minute	mɪnɪt	english	noun	minute	1
rickshaw	rɪkʃɔ	english	noun	rickshaw	1
kangaroo	kæŋgəru	english	noun	kangaroo	1
rondo	rɒndoʊ	english	noun	rondo	1
instrument	ɪnstrəmənt	english	noun	instrument	1
souvenir	suvənɪr	english	noun	souvenir	1
pajamas	pədʒɑməz	english	noun	pajamas	1
cappuccino	kæpʊtʃinoʊ	english	noun	cappuccino	1
drama	drɑmə	english	noun	drama	1
jungle	dʒʌŋgəl	english	noun	jungle	1
motif	moʊtif	english	noun	motif	1
banana	bənænə	english	noun	banana	1
angst	æŋst	english	noun	angst	1
student	stjudənt	english	noun	student	1
tornado	tɔrneɪdoʊ	english	noun	tornado	1
patio	pɑtioʊ	english	noun	patio	1
verboten	vərboʊtən	english	verb	verboten	1
prelude	preɪlud	english	noun	prelude	1
plaza	plɑzə	english	noun	plaza	1
gesundheit	gəzʊntaɪt	english	noun	gesundheit	1
inferno	ɪnfɜrnoʊ	english	noun	inferno	1
yoga	joʊɡə	english	noun	yoga	1
résumé	rɛzʊmeɪ	english	noun	résumé	1
vicuña	vɪkunjə	english	noun	vicuña	1
sarabande	særəbænd	english	noun	sarabande	1
soloist	soʊloʊɪst	english	noun	soloist	1
andante	ændænti	english	noun	andante	1
bicycle	baɪsɪkəl	english	noun	bicycle	1
ovation	oʊveɪʃən	english	noun	ovation	1
matinée	mætɪneɪ	english	noun	matinée	1
number	nʌmbər	english	noun	number	1
coffee	kɔfi	english	noun	coffee	1
isthmus	ɪsməs	english	noun	isthmus	1
moment	moʊmənt	english	noun	moment	1
color	kʌlər	english	noun	color	1
natural	nætʃərəl	english	noun	natural	1
arrangement	əreɪndʒmənt	english	noun	arrangement	1
method	mɛθəd	english	noun	method	1
organization	ɔrɡənəzeɪʃən	english	noun	organization	1
liaison	lieɪzɒn	english	noun	liaison	1
premiere	prɪmjɛr	english	noun	premiere	1
atoll	ætɒl	english	noun	atoll	1
polka	poʊlkə	english	noun	polka	1
trio	tri.oʊ	english	noun	trio	1
reggae	rɛɡeɪ	english	noun	reggae	1
butte	bjut	english	noun	butte	1
kindergarten	kɪndərɡɑrtən	english	noun	kindergarten	1
orchestration	ɔrkɪstreɪʃən	english	noun	orchestration	1
shiatsu	ʃiɑtsu	english	noun	shiatsu	1
canyon	kænjən	english	noun	canyon	1
crescendo	krɪʃɛndoʊ	english	noun	crescendo	1
violin	vaɪəlɪn	english	noun	violin	1
school	skul	english	noun	school	1
opera	ɑpərə	english	noun	opera	1
feed	fid	english	verb	feed	0
sleep	slip	english	verb	sleep	0
understand	ʌndərstænd	english	verb	understand	0
eat	it	english	verb	eat	0
lay	leɪ	english	verb	lay	0
four	fɔr	english	adjective	four	0
gin	dʒɪn	english	noun	gin	0
i	aɪ	english	function	i	0
again	əɡeɪn	english	adverb	again	0
blow	bloʊ	english	verb	blow	0
call	kɔl	english	verb	call	0
some	sʌm	english	function	some	0
give	gɪv	english	verb	give	0
door	dɔr	english	noun	door	0
cut	kʌt	english	verb	cut	0
three	θri	english	adjective	three	0
pier	pɪr	english	noun	pier	0
seem	sim	english	verb	seem	0
house	haʊs	english	noun	house	0
might	maɪt	english	verb	might	0
and	ænd	english	function	and	0
seaweed	siwid	english	noun	seaweed	0
black	blæk	english	adjective	black	0
jetski	dʒɛtski	english	noun	jetski	0
any	ɛni	english	function	any	0
floor	flɔr	english	noun	floor	0
take	teɪk	english	verb	take	0
although	ɔlðoʊ	english	function	although	0
bed	bɛd	english	noun	bed	0
quickly	kwɪkli	english	adverb	quickly	0
free	fri	english	adjective	free	0
name	neɪm	english	noun	name	0
for	fɔr	english	function	for	0
yacht	jɒt	english	noun	yacht	0
them	ðɛm	english	function	them	0
hair	hɛər	english	noun	hair	0
day	deɪ	english	noun	day	0
at	æt	english	function	at	0
find	faɪnd	english	verb	find	0
peak	pik	english	noun	peak	0
to	tu	english	function	to	0
hold	hoʊld	english	verb	hold	0
come	kʌm	english	verb	come	0
be	bi	english	verb	be	0
new	nu	english	adjective	new	0
tugboat	tʌɡboʊt	english	noun	tugboat	0
up	ʌp	english	function	up	0
dig	dɪɡ	english	verb	dig	0
break	breɪk	english	verb	break	0
heart	hɑrt	english	noun	heart	0
reef	rif	english	noun	reef	0
lead	lid	english	verb	lead	0
hand	hænd	english	noun	hand	0
grow	groʊ	english	verb	grow	0
shark	ʃɑrk	english	noun	shark	0
time	taɪm	english	noun	time	0
before	bɪfɔr	english	function	before	0
life	laɪf	english	noun	life	0
fight	faɪt	english	verb	fight	0
on	ɒn	english	function	on	0
get	ɡɛt	english	verb	get	0
high	haɪ	english	adjective	high	0
gospel	ɡɒspəl	english	noun	gospel	0
by	baɪ	english	function	by	0
behind	bɪhaɪnd	english	function	behind	0
internet	ɪntərnɛt	english	noun	internet	0
from	frʌm	english	function	from	0
morning	mɔrnɪŋ	english	noun	morning	0
will	wɪl	english	verb	will	0
already	ɔlrɛdi	english	adverb	already	0
our	aʊər	english	function	our	0
squid	skwɪd	english	noun	squid	0
carol	kærəl	english	noun	carol	0
like	laɪk	english	function	like	0
blood	blʌd	english	noun	blood	0
under	ʌndər	english	function	under	0
home	hoʊm	english	noun	home	0
say	seɪ	english	verb	say	0
she	ʃi	english	function	she	0
other	ʌðər	english	adjective	other	0
draw	drɔ	english	verb	draw	0
become	bɪkʌm	english	verb	become	0
down	daʊn	english	function	down	0
sister	sɪstər	english	noun	sister	0
country	kʌntri	english	noun	country	0
between	bɪtwin	english	function	between	0
ravine	rəvin	english	noun	ravine	0
dry	draɪ	english	adjective	dry	0
leave	liv	english	verb	leave	0
god	ɡɑd	english	noun	god	0
who	hu	english	function	who	0
whale	weɪl	english	noun	whale	0
well	wɛl	english	adjective	well	0
fly	flaɪ	english	verb	fly	0
rock	rɑk	english	noun	rock	0
soon	sun	english	adverb	soon	0
first	fɜrst	english	adjective	first	0
teacher	titʃər	english	noun	teacher	0
scallop	skɒləp	english	noun	scallop	0
after	æftər	english	function	after	0
moon	mun	english	noun	moon	0
why	waɪ	english	function	why	0
good	ɡʊd	english	adjective	good	0
all	ɔl	english	function	all	0
along	əlɔŋ	english	function	along	0
deep	dip	english	adjective	deep	0
right	raɪt	english	adjective	right	0
move	muv	english	verb	move	0
believe	bɪliv	english	verb	believe	0
true	tru	english	adjective	true	0
many	mɛni	english	adjective	many	0
old	oʊld	english	adjective	old	0
you	ju	english	function	you	0
we	wi	english	function	we	0
hovercraft	hɒvərkræft	english	noun	hovercraft	0
wall	wɔl	english	noun	wall	0
stand	stænd	english	verb	stand	0
king	kɪŋ	english	noun	king	0
can	kæn	english	verb	can	0
weak	wik	english	adjective	weak	0
cloud	klaʊd	english	noun	cloud	0
bring	brɪŋ	english	verb	bring	0
dock	dɒk	english	noun	dock	0
waltz	wɔlts	english	noun	waltz	0
among	əmʌŋ	english	function	among	0
fish	fɪʃ	english	noun	fish	0
set	sɛt	english	verb	set	0
which	wɪtʃ	english	function	which	0
kelp	kɛlp	english	noun	kelp	0
show	ʃoʊ	english	verb	show	0
giraffe	dʒəræf	english	noun	giraffe	0
he	hi	english	function	he	0
bread	brɛd	english	noun	bread	0
ferry	fɛri	english	noun	ferry	0
each	itʃ	english	function	each	0
have	hæv	english	verb	have	0
world	wɜrld	english	noun	world	0
meet	mit	english	verb	meet	0
blue	blu	english	adjective	blue	0
jump	dʒʌmp	english	verb	jump	0
head	hɛd	english	noun	head	0
they	ðeɪ	english	function	they	0
go	ɡoʊ	english	verb	go	0
much	mʌtʃ	english	adverb	much	0
shut	ʃʌt	english	verb	shut	0
big	bɪg	english	adjective	big	0
mouth	maʊθ	english	noun	mouth	0
let	lɛt	english	verb	let	0
face	feɪs	english	noun	face	0
boulder	boʊldər	english	noun	boulder	0
paint	peɪnt	english	verb	paint	0
grass	græs	english	noun	grass	0
thing	θɪŋ	english	noun	thing	0
ridge	rɪdʒ	english	noun	ridge	0
wharf	wɔrf	english	noun	wharf	0
one	wʌn	english	adjective	one	0
pebble	pɛbəl	english	noun	pebble	0
live	lɪv	english	verb	live	0
dog	dɔɡ	english	noun	dog	0
food	fud	english	noun	food	0
start	stɑrt	english	verb	start	0
walk	wɔk	english	verb	walk	0
body	bɑdi	english	noun	body	0
work	wɜrk	english	verb	work	0
cliff	klɪf	english	noun	cliff	0
count	kaʊnt	english	verb	count	0
cool	kul	english	adjective	cool	0
bluegrass	bluɡræs	english	noun	bluegrass	0
whiskey	wɪski	english	noun	whiskey	0
run	rʌn	english	verb	run	0
put	pʊt	english	verb	put	0
keep	kip	english	verb	keep	0
stop	stɒp	english	verb	stop	0
night	naɪt	english	noun	night	0
fill	fɪl	english	verb	fill	0
east	ist	english	noun	east	0
write	raɪt	english	verb	write	0
full	fʊl	english	adjective	full	0
around	əraʊnd	english	function	around	0
own	oʊn	english	verb	own	0
young	jʌŋ	english	adjective	young	0
map	mæp	english	noun	map	0
drink	drɪŋk	english	verb	drink	0
turn	tɜrn	english	verb	turn	0
gold	ɡoʊld	english	function	gold	0
study	stʌdi	english	verb	study	0
hunt	hʌnt	english	verb	hunt	0
hear	hɪə	english	verb	hear	0
hip_hop	hɪphɒp	english	noun	hip_hop	0
two	tu	english	adjective	two	0
how	haʊ	english	function	how	0
build	bɪld	english	verb	build	0
yes	jɛs	english	function	yes	0
father	fɑðər	english	noun	father	0
so	soʊ	english	function	so	0
techno	tɛknoʊ	english	noun	techno	0
rap	ræp	english	noun	rap	0
car	kɑr	english	noun	car	0
river	rɪvər	english	noun	river	0
it	ɪt	english	function	it	0
road	roʊd	english	noun	road	0
shore	ʃɔr	english	noun	shore	0
little	lɪtəl	english	adjective	little	0
near	nɪə	english	function	near	0
storm	stɔrm	english	noun	storm	0
now	naʊ	english	function	now	0
pen	pɛn	english	noun	pen	0
year	jɪər	english	noun	year	0
dark	dɑrk	english	adjective	dark	0
heavy	hɛvi	english	adjective	heavy	0
cold	koʊld	english	adjective	cold	0
bonsaï	bɔ̃saj	french	noun	bonsai	1
chinchilla	ʃɛ̃ʃila	french	noun	chinchilla	1
kabuki	kabvki	french	noun	kabuki	1
tempura	tɑ̃pyʁa	french	noun	tempura	1
polka	pɔlka	french	noun	polka	1
shogun	ʃɔɡyn	french	noun	shogun	1
démocratie	demɔkʁati	french	noun	democracy	1
wasabi	wasabi	french	noun	wasabi	1
roche	ʁɔʃ	french	noun	rock	1
barracuda	baʀakyda	french	noun	barracuda	1
muñeira	myɲejɾa	french	noun	muñeira	1
plancton	kɔʁaj	french	noun	plankton	1
burrito	buʁito	french	noun	burrito	1
geisha	ɡɛʃa	french	noun	geisha	1
symphonie	sɛ̃fɔni	french	noun	symphony	1
motif	mɔtif	french	noun	motif	1
vaudou	vodou	french	noun	voodoo	1
saké	sakɛ	french	noun	sake	1
merengue	meʁɑ̃ɡə	french	noun	merengue	1
magazine	maɡazin	french	noun	magazine	1
maestro	mɛstʁo	french	noun	maestro	1
cinéma	sine.ma	french	noun	cinema	1
catamaran	jɔt	french	noun	catamaran	1
lama	lama	french	noun	llama	1
tarif	taʁif	french	noun	tariff	1
virtuose	vɛʁtvyɔz	french	noun	virtuoso	1
fresque	fʁɛsk	french	noun	fresco	1
anime	anim	french	noun	anime	1
origami	ɔʁiɡami	french	noun	origami	1
futon	fytɔ̃	french	noun	futon	1
emoji	emɔdʒi	french	noun	emoji	1
samba	sɑ̃bɑ	french	noun	samba	1
aurresku	awɾesku	french	noun	aurresku	1
whisky	wiski	french	noun	whiskey	1
alcool	alkɔl	french	noun	alcohol	1
tofu	tɔfy	french	noun	tofu	1
punk	pœ̃k	french	noun	punk	1
guérilla	ɡeʁija	french	noun	guerrilla	1
ramen	ʁamɛn	french	noun	ramen	1
sandwich	sɑ̃dviʃ	french	noun	sandwich	1
bungalow	bœ̃galɔ̃	french	noun	bungalow	1
émotion	emɔsjɔ̃	french	noun	emotion	1
hélicoptère	elikɔptɛʁ	french	noun	helicopter	1
jazz	ʒaz	french	noun	jazz	1
pop	pɔp	french	noun	pop	1
leitmotiv	lajtmɔtif	french	noun	leitmotif	1
fado	fadɔ	french	noun	fado	1
mojo	moʒo	french	noun	mojo	1
conga	kɔ̃ɡɑ	french	noun	conga	1
grunge	ɡʁœ̃ʃ	french	noun	grunge	1
baryton	baʀitɔ̃	french	noun	baritone	1
pianissimo	pjanisimɔ	french	noun	pianissimo	1
pizzicato	pitsikato	french	noun	pizzicato	1
marina	ʒəte	french	noun	marina	1
calypso	kalipsɔ	french	noun	calypso	1
politique	pɔlitik	french	noun	politics	1
drame	dʁam	french	noun	drama	1
algorithme	alɡɔʁitm	french	noun	algorithm	1
alpaga	alpaga	french	noun	alpaca	1
concerto	kɔ̃sɛʀto	french	noun	concerto	1
jungle	ʒœ̃ɡl	french	noun	jungle	1
canyon	kanejɔ̃	french	noun	canyon	1
funk	fœ̃k	french	noun	funk	1
judo	ʒydo	french	noun	judo	1
quintette	kɛ̃tɛt	french	noun	quintet	1
mambo	mɑ̃bɔ	french	noun	mambo	1
kendo	kɑ̃dɔ	french	noun	kendo	1
programme	pʁɔɡʁam	french	noun	program	1
taco	tako	french	noun	taco	1
allegro	alɛɡʁo	french	noun	allegro	1
sumo	symɔ	french	noun	sumo	1
sextuor	sɛkstɥɔʀ	french	noun	sextet	1
tequila	tɛlikɑ	french	noun	tequila	1
variation	vaʀjasjɔ̃	french	noun	variation	1
suite	sɥit	french	noun	suite	1
arrangement	aʀɑ̃ʒmɑ̃	french	noun	arrangement	1
cappella	kapɛla	french	noun	cappella	1
chef d'orchestre	ʃɛdɔʀkɛstʀ	french	noun	conductor	1
internet	ɛ̃tɛʁnɛt	french	noun	internet	1
tango	tɑ̃ɡɔ	french	noun	tango	1
reggae	ʁɛɡaʒ	french	noun	reggae	1
reggaeton	ʁɛɡatɔ̃	french	noun	reggaeton	1
ginkgo	ʒɛ̃ɡɡɔ	french	noun	ginkgo	1
sushi	suʃi	french	noun	sushi	1
sonate	sɔnat	french	noun	sonata	1
composition	kɔ̃pozisjɔ̃	french	noun	composition	1
cantate	kɑ̃tat	french	noun	cantata	1
sashimi	sasimi	french	noun	sashimi	1
problème	pʁɔblɛm	french	noun	problem	1
lied	lid	french	noun	lied	1
pyjama	pizama	french	noun	pajamas	1
karaoké	kaʁaɔke	french	noun	karaoke	1
soul	sul	french	noun	soul	1
rumba	ʁy̥mbɑ	french	noun	rumba	1
caravelle	bʁiɡɑ̃tɛ̃	french	noun	caravel	1
shampooing	ʃɑ̃pwɛ̃	french	noun	shampoo	1
igloo	iɡlu	french	noun	igloo	1
ballade	balad	french	noun	ballad	1
sérénade	seʀenad	french	noun	serenade	1
psaume	psom	french	noun	psalm	1
ferry	ɡɔ̃dɔl	french	noun	ferry	1
flamenco	flamɑ̃kɔ	french	noun	flamenco	1
soliste	sɔlist	french	noun	soloist	1
karma	kaʁma	french	noun	karma	1
oratorio	ɔʀatɔʀjo	french	noun	oratorio	1
tsunami	tsunami	french	noun	tsunami	1
cappuccino	kapysino	french	noun	cappuccino	1
sardane	saʁdanə	french	noun	sardana	1
ténor	tenɔr	french	noun	tenor	1
interlude	ɛ̃tɛʀlyd	french	noun	interlude	1
dauphin	dofɛ̃	french	noun	dolphin	1
tarentelle	taʁɑ̃tɛl	french	noun	tarantella	1
ska	skɑ	french	noun	ska	1
idée	ide	french	noun	idea	1
frégate	dɛstʁɔjɛʁ	french	noun	frigate	1
diminuendo	diminyɑ̃dɔ	french	noun	diminuendo	1
improvisation	ɛ̃pʀɔvizasjɔ̃	french	noun	improvisation	1
pâtes	past	french	noun	pasta	1
mariachi	maʁjatʃi	french	noun	mariachi	1
banjo	bɑ̃ʒo	french	noun	banjo	1
chocolat	ʃɔkɔla	french	noun	chocolate	1
yoga	joɡa	french	noun	yoga	1
coda	kɔda	french	noun	coda	1
legato	lɛɡato	french	noun	legato	1
rhum	ʁœ̃	french	noun	rum	1
anaconda	anakɔ̃da	french	noun	anaconda	1
mesa	dezɛʁ	french	noun	mesa	1
toundra	tundʁa	french	noun	tundra	1
vallenato	valənato	french	noun	vallenato	1
économie	ekɔnɔmi	french	noun	economy	1
zouk	zuk	french	noun	zouk	1
internet	ɛ̃tɛʁnɛt	french	noun	internet	1
canon	kanɔ̃	french	noun	canon	1
soprano	sɔpʁanɔ	french	noun	soprano	1
nacho	naʃo	french	noun	nacho	1
shiatsu	ʃjɑ̃tsu	french	noun	shiatsu	1
haïku	ajku	french	noun	haiku	1
habanera	abanaʁa	french	noun	habanera	1
rodéo	ʁɔdeɔ	french	noun	rodeo	1
blues	blyz	french	noun	blues	1
galion	ɡɔɛlɛt	french	noun	galleon	1
cabiai	kabijɛ	french	noun	capybara	1
coton	kɔtɔ̃	french	noun	cotton	1
vodka	vɔdka	french	noun	vodka	1
violon	vjɔlɔ̃	french	noun	violin	1
toboggan	tɔbɔɡan	french	noun	toboggan	1
apprendre	apʁɑ̃dʁ	french	verb	learn	0
radio	ʁadjo	french	noun	radio	0
dock	ɑ̃s	french	noun	dock	0
lait	lɛ	french	noun	milk	0
heureux	øʁø	french	adjective	happy	0
noir	nwaʁ	french	adjective	black	0
sieste	sjɛst	french	noun	siesta	0
façade	fasad	french	noun	façade	0
opinion	ɔpinja	french	noun	opinion	0
baratin	baʁatɛ̃	french	noun	spiel	0
ou	u	french	function	or	0
nourrir	nuʁiʁ	french	verb	feed	0
vaudeville	vodvil	french	noun	vaudeville	0
roi	ʁwa	french	noun	king	0
bleu	blø	french	adjective	blue	0
enfant prodige	ɑ̃fɑ̃pʁɔdiʒ	french	noun	wunderkind	0
dans	dɑ̃	french	function	into	0
libre	libʁ	french	adjective	free	0
suivre	sɥivʁ	french	verb	follow	0
vallée	byt	french	noun	valley	0
ils	il	french	function	they	0
chaussure	ʃosyʁ	french	noun	shoe	0
mort	mɔʁ	french	adjective	dead	0
nation	nasjɔ̃	french	noun	nation	0
jardin d'enfants	ʒaʁdɛ̃dɑ̃fɑ̃	french	noun	kindergarten	0
pente	pik	french	noun	slope	0
sol	sɔl	french	noun	floor	0
travail	tʁavaj	french	noun	work	0
écrire	ekʁiʁ	french	verb	write	0
chœur	kœʀ	french	noun	choir	0
lit	li	french	noun	bed	0
courante	kuʀɑ̃t	french	noun	courante	0
en haut	ɑ̃o	french	function	up	0
épicerie fine	episʁifin	french	noun	delicatessen	0
prendre	pʁɑ̃dʁ	french	verb	take	0
animal	animal	french	noun	animal	0
étaient	etɛ	french	verb	were	0
cheveux	ʃəvø	french	noun	hair	0
sentir	sɑ̃tiʁ	french	verb	feel	0
volcan	vɔlkɑ̃	french	noun	volcano	0
brûler	bʁyʁe	french	verb	burn	0
ensemble	ɑ̃sɑ̃bl	french	noun	ensemble	0
nous	nu	french	function	we	0
rencontrer	ʁɑ̃kɔ̃tʁe	french	verb	meet	0
chœur	kœʀ	french	noun	chorus	0
petit	pəti	french	adjective	little	0
vision	vizjɔ̃	french	noun	vision	0
science	sjɑ̃s	french	noun	science	0
sosie	sɔzi	french	noun	doppelganger	0
arbre	aʁbʁ	french	noun	tree	0
intérêt	ɛ̃tɛʁɛ	french	noun	interest	0
voir	vwaʁ	french	verb	see	0
sac à dos	sakado	french	noun	rucksack	0
banque	bɑ̃k	french	noun	bank	0
tard	taʁ	french	adjective	late	0
école	ekɔl	french	noun	school	0
information	ɛ̃fɔʁmasjɔ̃	french	noun	information	0
sous-marin	ʁado	french	noun	submarine	0
dire	diʁ	french	verb	tell	0
le	lə	french	function	the	0
anse	kot	french	noun	cove	0
monde	mɔ̃d	french	noun	world	0
bouger	buʒe	french	verb	move	0
moment	mɔmɑ̃	french	noun	moment	0
rapide	ʁapid	french	adjective	fast	0
utiliser	ytijize	french	verb	use	0
rester	ʁɛste	french	verb	stay	0
voyou	vwaju	french	noun	thug	0
plante	plɑ̃t	french	noun	plant	0
savoir	savwaʁ	french	verb	know	0
foutu	futy	french	noun	kaput	0
matin	matɛ̃	french	noun	morning	0
chaque	ʃak	french	function	each	0
corail	kalmɑʁ	french	noun	coral	0
couper	kyte	french	verb	cut	0
house	yz	french	noun	house	0
butte	ɔazis	french	noun	butte	0
religion	ʁeligjɔ̃	french	noun	religion	0
couleur	kulœʁ	french	noun	color	0
produit	pʁɔdɥi	french	noun	product	0
boire	bʁɛ̃ʁ	french	verb	drink	0
haut	o	french	adjective	high	0
porte	pɔʁt	french	noun	door	0
tourner	tuʁne	french	verb	turn	0
chanson	ʃɑ̃sɔ̃	french	noun	chanson	0
industrie	ɛ̃dystʁi	french	noun	industry	0
disco	disko	french	noun	disco	0
devenir	dəvniʁ	french	verb	become	0
bourrée	buʀe	french	noun	bourree	0
